season,team,logo,offense_completion_percentage,offense_total_yards_gained_pass,offense_total_yards_gained_run,offense_ave_yards_gained_pass,offense_ave_yards_gained_run,offense_total_air_yards,offense_ave_air_yards,offense_total_yac,offense_ave_yac,offense_n_plays_pass,offense_n_plays_run,offense_n_interceptions,offense_n_fumbles_lost_pass,offense_n_fumbles_lost_run,offense_total_epa_pass,offense_total_epa_run,offense_ave_epa_pass,offense_ave_epa_run,offense_total_wpa_pass,offense_total_wpa_run,offense_ave_wpa_pass,offense_ave_wpa_run,offense_success_rate_pass,offense_success_rate_run,defense_completion_percentage,defense_total_yards_gained_pass,defense_total_yards_gained_run,defense_ave_yards_gained_pass,defense_ave_yards_gained_run,defense_total_air_yards,defense_ave_air_yards,defense_total_yac,defense_ave_yac,defense_n_plays_pass,defense_n_plays_run,defense_n_interceptions,defense_n_fumbles_lost_pass,defense_n_fumbles_lost_run,defense_total_epa_pass,defense_total_epa_run,defense_ave_epa_pass,defense_ave_epa_run,defense_total_wpa_pass,defense_total_wpa_run,defense_ave_wpa_pass,defense_ave_wpa_run,defense_success_rate_pass,defense_success_rate_run,points_scored,points_allowed,wins,losses,ties,score_differential,team_name,home_stadium,location,state,lat,long,mascot,live_mascots,conference,division,superbowl_wins,year_est
2006,Cincinnati Bengals,https://raw.githubusercontent.com/evelynyh/misc/main/nfl/nfl-cincinnati-bengals-team-logo-768x768.png,0.5881294964028777,3827,1648,6.883093525179857,3.914489311163896,5064,9.757225433526012,1466,4.483180428134556,556,421,13,8,2,62.84620497630751,-30.9154,0.1130327427631434,-0.073433254,1.0854979489347976,0.0695696059588312,0.0019523344405302,0.0001652484702110017,0.487410071942446,0.3942992874109263,0.597269624573379,3817,1874,6.51365187713311,4.2883295194508015,4587,8.339999999999998,1659,4.753581661891117,586,437,19,3,5,49.32795803327562,-25.27208441,0.08417740278716,-0.057830857,2.1312556286132267,-0.443183323,0.0036369549976335,-0.001014149,0.4846416382252561,0.4050343249427919,373,331,8,8,0,42,Cincinnati Bengals,Paycor Stadium,"Cincinnati, Ohio",Ohio,39.096306,-84.516846,Who Dey,,AFC,North,0,1967
2007,Cincinnati Bengals,https://raw.githubusercontent.com/evelynyh/misc/main/nfl/nfl-cincinnati-bengals-team-logo-768x768.png,0.6322033898305085,4011,1573,6.798305084745762,3.903225806451613,5041,8.81293706293706,1742,4.670241286863271,590,403,20,4,3,49.32423184030776,-31.79088047,0.0836003929496745,-0.078885559,0.6964326787806964,-1.018981993,0.0011803943708147,-0.002528491,0.4830508474576271,0.4267990074441687,0.6326164874551972,3690,1909,6.612903225806449,4.41898148148148,4337,8.12172284644195,1401,3.968838526912182,558,432,19,6,9,56.06382672758682,-49.85366312,0.1004728077555316,-0.115401998,0.9888957585810412,-1.056297613,0.0017722146211129,-0.002445133,0.521505376344086,0.3726851851851852,380,385,7,9,0,-5,Cincinnati Bengals,Paycor Stadium,"Cincinnati, Ohio",Ohio,39.096306,-84.516846,Who Dey,,AFC,North,0,1967
2008,Cincinnati Bengals,https://raw.githubusercontent.com/evelynyh/misc/main/nfl/nfl-cincinnati-bengals-team-logo-768x768.png,0.5399644760213145,2411,1525,4.282415630550621,3.728606356968216,3688,7.231372549019608,1179,3.8782894736842097,563,409,15,6,5,-109.2871812,-66.16558834,-0.194115775,-0.161774055,-1.585268718,-1.905673374,-0.002815753,-0.004659348,0.3978685612788631,0.3422982885085577,0.6000000000000001,3284,1932,6.255238095238093,4.050314465408807,4153,8.22376237623762,1526,4.844444444444444,525,477,12,5,5,33.87789809905139,-38.38427402,0.0645293297124791,-0.080470176,1.122975888959541,-0.404814184,0.0021390016932562,-0.000848667,0.4723809523809524,0.3836477987421384,204,364,4,11,1,-160,Cincinnati Bengals,Paycor Stadium,"Cincinnati, Ohio",Ohio,39.096306,-84.516846,Who Dey,,AFC,North,0,1967
2009,Cincinnati Bengals,https://raw.githubusercontent.com/evelynyh/misc/main/nfl/nfl-cincinnati-bengals-team-logo-768x768.png,0.5663366336633664,2892,2069,5.726732673267329,4.179797979797979,3876,8.194503171247355,1314,4.594405594405591,505,495,13,9,1,6.676190023146098,-21.94869515,0.0132201782636557,-0.044340798,0.9858066480480104,0.7703626336359215,0.0019520923723722,0.0015562881487594,0.4633663366336632,0.3939393939393941,0.5520833333333333,3249,1580,5.640625,4.061696658097685,4846,8.974074074074071,1636,5.160883280757095,576,389,19,2,4,-33.81155308,-27.29723748,-0.058700613,-0.070172847,-0.899560253,-0.976751977,-0.001561737,-0.002510931,0.40625,0.4215938303341902,305,291,10,6,0,14,Cincinnati Bengals,Paycor Stadium,"Cincinnati, Ohio",Ohio,39.096306,-84.516846,Who Dey,,AFC,North,0,1967
2010,Cincinnati Bengals,https://raw.githubusercontent.com/evelynyh/misc/main/nfl/nfl-cincinnati-bengals-team-logo-768x768.png,0.5896607431340872,3769,1535,6.088852988691439,3.681055155875301,4999,8.501700680272108,1645,4.506849315068493,619,417,20,4,7,23.33998460213262,-71.29818738,0.0377059525074842,-0.170978867,-1.531563786,-1.738247234,-0.002474255,-0.004168459,0.4814216478190629,0.3860911270983213,0.6037037037037037,3471,1862,6.427777777777779,4.643391521197008,4541,8.869140625,1474,4.521472392638036,540,401,16,3,5,17.043479986184664,-7.912883708,0.0315619999744161,-0.019732877,0.5946057129640427,-0.055638321,0.0011011216906741,-0.000138749,0.4296296296296296,0.3965087281795511,322,395,4,12,0,-73,Cincinnati Bengals,Paycor Stadium,"Cincinnati, Ohio",Ohio,39.096306,-84.516846,Who Dey,,AFC,North,0,1967
2011,Cincinnati Bengals,https://raw.githubusercontent.com/evelynyh/misc/main/nfl/nfl-cincinnati-bengals-team-logo-768x768.png,0.5490196078431374,3340,1786,5.953654188948307,4.013483146067417,4471,8.37265917602996,1385,4.496753246753247,561,445,14,3,2,-7.043147705,-29.44751332,-0.01255463,-0.066174187,-0.977760226,-1.018056809,-0.001742888,-0.002287768,0.4135472370766487,0.4112359550561797,0.548109965635739,3385,1686,5.8161512027491415,4.072463768115945,4596,8.574626865671643,1630,5.109717868338558,582,414,10,8,4,-19.46812949,-33.93412474,-0.033450394,-0.081966485,-1.170822983,-1.155885247,-0.002011723,-0.002791993,0.4261168384879724,0.3719806763285024,344,323,9,7,0,21,Cincinnati Bengals,Paycor Stadium,"Cincinnati, Ohio",Ohio,39.096306,-84.516846,Who Dey,,AFC,North,0,1967
2012,Cincinnati Bengals,https://raw.githubusercontent.com/evelynyh/misc/main/nfl/nfl-cincinnati-bengals-team-logo-768x768.png,0.5746140651801027,3578,1762,6.137221269296747,4.276699029126215,4681,8.716945996275609,1695,5.059701492537313,583,412,16,8,2,-7.498170383,3.880950453235286,-0.012861356,0.0094197826534834,-0.428278268,0.3556053886327013,-0.000734611,0.0008631198753220895,0.4459691252144081,0.3737864077669903,0.5681444991789824,3402,1725,5.586206896551725,4.176755447941891,4358,7.824057450628364,1676,4.843930635838151,609,413,14,8,5,-50.12938,-19.13218679,-0.082314253,-0.046324907,-1.492752466,-0.740365829,-0.002451153,-0.001792653,0.4269293924466335,0.4237288135593222,391,320,10,6,0,71,Cincinnati Bengals,Paycor Stadium,"Cincinnati, Ohio",Ohio,39.096306,-84.516846,Who Dey,,AFC,North,0,1967
2013,Cincinnati Bengals,https://raw.githubusercontent.com/evelynyh/misc/main/nfl/nfl-cincinnati-bengals-team-logo-768x768.png,0.5909090909090909,4136,1770,6.714285714285714,3.839479392624729,5023,8.571672354948806,2080,5.7142857142857135,616,461,20,7,3,52.26130733100905,-27.11471348,0.0848397846282613,-0.058817166,0.5916081387267608,-0.475975438,0.0009604028226083822,-0.001032485,0.4610389610389611,0.3904555314533622,0.5535168195718654,3344,1550,5.1131498470948,4.078947368421053,4870,7.970540098199672,1727,4.7707182320441985,654,380,20,6,4,-71.77240929,-40.69822072,-0.109743745,-0.107100581,-1.464863087,-1.331995628,-0.002239852,-0.003505252,0.4220183486238532,0.3421052631578947,430,305,11,5,0,125,Cincinnati Bengals,Paycor Stadium,"Cincinnati, Ohio",Ohio,39.096306,-84.516846,Who Dey,,AFC,North,0,1967
2014,Cincinnati Bengals,https://raw.githubusercontent.com/evelynyh/misc/main/nfl/nfl-cincinnati-bengals-team-logo-768x768.png,0.6129032258064515,3423,2162,6.495256166982919,4.513569937369519,3887,7.727634194831015,1812,5.609907120743036,527,479,17,5,3,-14.57473354,-5.764289731,-0.027656041,-0.012034008,1.240082702395937,-0.190348746,0.0023530981070131,-0.000397388,0.4535104364326376,0.3862212943632568,0.5830670926517573,3888,1871,6.210862619808307,4.3110599078341,4993,8.25289256198347,1885,5.164383561643837,626,434,20,0,5,-13.99579817,-4.521755312,-0.022357505,-0.010418791,-1.108296241,-0.180680766,-0.001770441,-0.000416315,0.4281150159744407,0.435483870967742,365,344,10,5,1,21,Cincinnati Bengals,Paycor Stadium,"Cincinnati, Ohio",Ohio,39.096306,-84.516846,Who Dey,,AFC,North,0,1967
2015,Cincinnati Bengals,https://raw.githubusercontent.com/evelynyh/misc/main/nfl/nfl-cincinnati-bengals-team-logo-768x768.png,0.6219739292364992,3923,1825,7.305400372439486,4.046563192904657,4432,8.776237623762379,1803,5.398203592814372,537,451,9,3,5,121.9282669674928,-46.38987131,0.2270545008705634,-0.102860025,2.56232436312779,-0.956714173,0.0047715537488413,-0.002121317,0.5102420856610802,0.3835920177383591,0.6049562682215743,3976,1481,5.795918367346937,4.368731563421827,5009,7.802180685358255,1977,4.763855421686747,686,339,21,4,2,-35.68470615,-17.93697647,-0.052018522,-0.052911435,-0.113868777,-1.024654362,-0.000165989,-0.003022579,0.4431486880466472,0.4100294985250737,419,279,12,4,0,140,Cincinnati Bengals,Paycor Stadium,"Cincinnati, Ohio",Ohio,39.096306,-84.516846,Who Dey,,AFC,North,0,1967
2016,Cincinnati Bengals,https://raw.githubusercontent.com/evelynyh/misc/main/nfl/nfl-cincinnati-bengals-team-logo-768x768.png,0.6046511627906975,3942,1777,6.548172757475083,4.0663615560640745,4416,7.871657754010693,1820,5,602,437,8,5,2,48.393718789095544,-5.204209092,0.0803882371911887,-0.011908945,0.7179351534007443,-0.039719892,0.0011925833112969,-9.09E-05,0.4800664451827242,0.4004576659038901,0.5984000000000002,3800,1827,6.079999999999998,4.5561097256857845,4240,7.174280879864635,1899,5.077540106951872,625,401,17,4,0,16.142117403961958,-5.412497378,0.0258273878463387,-0.0134975,1.8631269626789664,0.2773980538119338,0.0029810031402863,0.0006917657202292586,0.4352,0.4189526184538654,325,315,6,9,1,10,Cincinnati Bengals,Paycor Stadium,"Cincinnati, Ohio",Ohio,39.096306,-84.516846,Who Dey,,AFC,North,0,1967
2017,Cincinnati Bengals,https://raw.githubusercontent.com/evelynyh/misc/main/nfl/nfl-cincinnati-bengals-team-logo-768x768.png,0.5537340619307832,3122,1384,5.686703096539162,3.8551532033426175,4169,8.19056974459725,1753,5.766447368421052,549,359,12,6,3,-49.5794081,-46.34296987,-0.090308576,-0.129089053,-0.303258413,-0.989989731,-0.000552383,-0.002757632,0.4025500910746812,0.3537604456824513,0.5599999999999998,3379,2053,5.63166666666667,4.259336099585064,4282,7.660107334525935,1814,5.398809523809523,600,482,11,1,2,-38.1922627,-9.354904131,-0.063653771,-0.019408515,-0.583827871,-0.284211924,-0.000973046,-0.000589651,0.4016666666666667,0.4190871369294604,290,349,7,9,0,-59,Cincinnati Bengals,Paycor Stadium,"Cincinnati, Ohio",Ohio,39.096306,-84.516846,Who Dey,,AFC,North,0,1967
2018,Cincinnati Bengals,https://raw.githubusercontent.com/evelynyh/misc/main/nfl/nfl-cincinnati-bengals-team-logo-768x768.png,0.5706896551724137,3292,1688,5.675862068965515,4.781869688385268,4359,8.087198515769943,1648,4.978851963746224,580,353,13,2,1,5.7507553303944885,-18.10460078,0.0099150953972312,-0.051287821,0.2959568993674746,-0.40699498,0.0005102705161508151,-0.00115296,0.4413793103448271,0.3937677053824362,0.6304700162074554,4418,2221,7.160453808752024,4.924611973392462,4835,8.35060449050086,2187,5.622107969151671,617,451,12,4,2,95.25838063520382,26.17131481938698,0.1543895958431183,0.0580295228811238,1.744357020621584,0.8389345002045194,0.0028271588664855,0.0018601651889235,0.5040518638573743,0.501108647450111,368,455,6,10,0,-87,Cincinnati Bengals,Paycor Stadium,"Cincinnati, Ohio",Ohio,39.096306,-84.516846,Who Dey,,AFC,North,0,1967
2019,Cincinnati Bengals,https://raw.githubusercontent.com/evelynyh/misc/main/nfl/nfl-cincinnati-bengals-team-logo-768x768.png,0.5402124430955992,3654,1531,5.544764795144156,4.050264550264546,5022,8.246305418719215,1753,4.924157303370786,659,378,16,12,0,-82.22290247,-32.4734971,-0.1247692,-0.085908722,-2.35854252,-0.627277225,-0.003578972,-0.001659464,0.4051593323216996,0.3835978835978835,0.5844402277039847,3921,2412,7.440227703984822,5.046025104602512,4337,8.779352226720647,1971,6.399350649350648,527,478,11,3,2,97.34905785995984,15.40442074333939,0.1847230699429979,0.0322268216387854,2.7060785995734733,0.7871880457241485,0.0051348740029857,0.0016468369157408,0.4611005692599622,0.4351464435146444,279,420,2,14,0,-141,Cincinnati Bengals,Paycor Stadium,"Cincinnati, Ohio",Ohio,39.096306,-84.516846,Who Dey,,AFC,North,0,1967
2020,Cincinnati Bengals,https://raw.githubusercontent.com/evelynyh/misc/main/nfl/nfl-cincinnati-bengals-team-logo-768x768.png,0.5942492012779551,3448,1676,5.507987220447282,4.1485148514851495,4731,8.199306759098786,1788,4.806451612903223,626,404,11,7,5,-4.27673492,-45.98521833,-0.006831845,-0.113824798,0.9035749796601672,-0.431279406,0.0014434105106392,-0.001067523,0.4584664536741213,0.400990099009901,0.6093189964157707,3859,2384,6.9157706093189955,5.309576837416483,4635,8.615241635687733,1623,4.773529411764706,558,449,11,4,2,71.58977638181725,21.515935857351327,0.128297090289995,0.0479196789696019,1.9101725818621464,1.4003854323509697,0.0034232483545916,0.0031188985130311,0.4767025089605734,0.4298440979955456,311,424,4,11,1,-113,Cincinnati Bengals,Paycor Stadium,"Cincinnati, Ohio",Ohio,39.096306,-84.516846,Who Dey,,AFC,North,0,1967
2021,Cincinnati Bengals,https://raw.githubusercontent.com/evelynyh/misc/main/nfl/nfl-cincinnati-bengals-team-logo-768x768.png,0.6295081967213114,4405,1753,7.221311475409838,4.105386416861827,4395,7.961956521739131,2416,6.291666666666666,610,427,14,4,1,80.28408409318679,-21.33144687,0.1316132526117814,-0.04995655,4.269348146715118,-0.754505933,0.0069989313880575,-0.001766993,0.4704918032786883,0.4004683840749414,0.6278026905829597,4228,1751,6.31988041853513,4.377500000000001,4876,7.82664526484751,2049,4.878571428571429,669,400,13,6,2,1.6047658167878185,-14.91312236,0.0023987530893686,-0.037282806,1.655989542545155,0.5055908939270399,0.0024753206913978,0.0012639772348175,0.4544095665171899,0.4150000000000003,460,376,10,7,0,84,Cincinnati Bengals,Paycor Stadium,"Cincinnati, Ohio",Ohio,39.096306,-84.516846,Who Dey,,AFC,North,0,1967
2022,Cincinnati Bengals,https://raw.githubusercontent.com/evelynyh/misc/main/nfl/nfl-cincinnati-bengals-team-logo-768x768.png,0.6352583586626139,4246,1552,6.452887537993924,4.127659574468086,4152,6.817733990147782,2168,5.186602870813394,658,376,12,5,0,80.10721306345766,-0.599000673,0.1217434848988719,-0.001593087,2.3033768996050226,0.3143348134908086,0.0035005727957523,0.0008359968443904465,0.4924012158054711,0.4388297872340426,0.5633561643835616,3665,1712,6.27568493150685,4.2481389578163755,4791,8.679347826086957,1657,5.036474164133739,584,403,13,8,2,-36.1148155,-11.4261572,-0.061840437,-0.028352747,-0.257840803,-0.571972765,-0.000441508,-0.001419287,0.4126712328767123,0.4292803970223325,418,322,12,4,0,96,Cincinnati Bengals,Paycor Stadium,"Cincinnati, Ohio",Ohio,39.096306,-84.516846,Who Dey,,AFC,North,0,1967
1999,Cleveland Browns,https://raw.githubusercontent.com/evelynyh/misc/main/nfl/nfl-cleveland-browns-team-logo-2-768x768.png,0.4890109890109889,2574,1140,4.714285714285712,3.6655948553054674,0,,35,11.666666666666666,546,311,14,5,3,-75.87258139,-34.26259068,-0.138960772,-0.110169102,-1.966244236,-1.428273057,-0.00360118,-0.004592518,0.3424908424908424,0.3569131832797426,0.598901098901099,3226,2686,5.9084249084249105,4.5993150684931505,0,,8,8,546,584,8,6,5,78.53581376956801,28.97303311888193,0.1438384867574506,0.0496113580802774,1.209454504394005,-0.374556262,0.0022151181399157,-0.000641363,0.4908424908424907,0.4486301369863014,217,437,2,14,0,-220,Cleveland Browns,Cleveland Browns Stadium,"Cleveland, Ohio",Ohio,41.506035,-81.700058,Chomps,Swagger Jr. (Bulldog),AFC,North,0,1944
2000,Cleveland Browns,https://raw.githubusercontent.com/evelynyh/misc/main/nfl/nfl-cleveland-browns-team-logo-2-768x768.png,0.5357833655705996,2434,1057,4.70793036750483,3.1837349397590375,0,,0,,517,332,19,5,2,-120.1907518,-67.42313414,-0.232477276,-0.203081729,-1.675913808,-1.600286887,-0.003241613,-0.004820141,0.3326885880077368,0.2951807228915662,0.4971209213051825,3102,2384,5.953934740882919,4.082191780821918,0,,0,,521,584,12,5,4,28.293471810311203,9.988792140778092,0.0543060879276608,0.0171040961314695,-0.841340727,0.6544923204068437,-0.001614857,0.0011207060280939,0.4222648752399231,0.4178082191780822,161,419,3,13,0,-258,Cleveland Browns,Cleveland Browns Stadium,"Cleveland, Ohio",Ohio,41.506035,-81.700058,Chomps,Swagger Jr. (Bulldog),AFC,North,0,1944
2001,Cleveland Browns,https://raw.githubusercontent.com/evelynyh/misc/main/nfl/nfl-cleveland-browns-team-logo-2-768x768.png,0.5396518375241779,2801,1353,5.417794970986459,3.236842105263157,0,,0,,517,418,21,3,6,-59.12602709,-75.7073255,-0.114363689,-0.181118004,-2.568993112,-2.232035163,-0.004969039,-0.005339797,0.3849129593810445,0.3253588516746411,0.5175879396984925,3093,2208,5.180904522613062,4.469635627530366,0,,0,,597,494,33,5,3,-85.89261983,-5.732358822,-0.143873735,-0.011603965,-4.134781435,0.6144312085253953,-0.006925932,0.0012437878715088,0.4103852596314905,0.3724696356275305,285,319,7,9,0,-34,Cleveland Browns,Cleveland Browns Stadium,"Cleveland, Ohio",Ohio,41.506035,-81.700058,Chomps,Swagger Jr. (Bulldog),AFC,North,0,1944
2002,Cleveland Browns,https://raw.githubusercontent.com/evelynyh/misc/main/nfl/nfl-cleveland-browns-team-logo-2-768x768.png,0.5748299319727892,3414,1624,5.806122448979592,4.0398009950248746,0,,0,,588,402,22,5,2,2.7949921364006514,-17.08252658,0.0047533879870757,-0.042493847,-0.557928832,-0.41268355,-0.000948859,-0.001026576,0.4217687074829932,0.390547263681592,0.5516605166051662,3269,2087,6.031365313653135,4.393684210526315,0,,0,,542,475,17,6,2,3.5370727923166836,-10.38526076,0.0065259645614698,-0.021863707,-0.712544265,0.3075222258901763,-0.001314657,0.0006474152124003542,0.4206642066420668,0.3852631578947369,344,320,9,7,0,24,Cleveland Browns,Cleveland Browns Stadium,"Cleveland, Ohio",Ohio,41.506035,-81.700058,Chomps,Swagger Jr. (Bulldog),AFC,North,0,1944
2003,Cleveland Browns,https://raw.githubusercontent.com/evelynyh/misc/main/nfl/nfl-cleveland-browns-team-logo-2-768x768.png,0.5680580762250454,2834,1676,5.143375680580764,4.128078817733988,0,,0,,551,406,18,6,7,-72.03330496,-49.87946395,-0.130731951,-0.122855823,-1.922050929,-1.625750946,-0.003488296,-0.004004313,0.4283121597096187,0.3990147783251234,0.5561797752808989,2846,2122,5.329588014981274,4.736607142857144,0,,0,,534,448,15,4,1,-22.56032737,4.539124740129642,-0.042247804,0.0101319748663606,-0.572670362,0.5559898706770207,-0.001072416,0.0012410488184754,0.4325842696629212,0.3950892857142857,254,322,5,11,0,-68,Cleveland Browns,Cleveland Browns Stadium,"Cleveland, Ohio",Ohio,41.506035,-81.700058,Chomps,Swagger Jr. (Bulldog),AFC,North,0,1944
2004,Cleveland Browns,https://raw.githubusercontent.com/evelynyh/misc/main/nfl/nfl-cleveland-browns-team-logo-2-768x768.png,0.5218295218295218,2826,1666,5.875259875259878,3.838709677419355,0,,0,,481,434,21,6,10,-62.40117823,-89.29733869,-0.129732179,-0.205754237,-2.702097202,-2.041988063,-0.005617666,-0.004705042,0.3887733887733887,0.3663594470046082,0.563008130081301,2901,2331,5.896341463414631,4.543859649122807,0,,0,,492,513,15,3,6,-10.88174496,12.47610238372078,-0.022117368,0.024319887687565,-1.248527913,0.8412147650466377,-0.002537658,0.0016397948636386,0.4329268292682926,0.4756335282651072,276,390,4,12,0,-114,Cleveland Browns,Cleveland Browns Stadium,"Cleveland, Ohio",Ohio,41.506035,-81.700058,Chomps,Swagger Jr. (Bulldog),AFC,North,0,1944
2005,Cleveland Browns,https://raw.githubusercontent.com/evelynyh/misc/main/nfl/nfl-cleveland-browns-team-logo-2-768x768.png,0.5489833641404805,3052,1510,5.641404805914978,3.911917098445594,0,,0,,541,386,18,7,5,-65.10481475,-63.90525464,-0.120341617,-0.165557654,-1.267559037,-1.946878103,-0.002342993,-0.005043726,0.4177449168207024,0.3601036269430051,0.5670731707317076,2854,2234,5.800813008130077,4.397637795275591,0,,0,,492,508,15,4,2,-0.04438239,-3.00647453,-9.02E-05,-0.005918257,-0.2534576,-0.671567165,-0.000515158,-0.001321983,0.4491869918699186,0.4133858267716535,232,301,6,10,0,-69,Cleveland Browns,Cleveland Browns Stadium,"Cleveland, Ohio",Ohio,41.506035,-81.700058,Chomps,Swagger Jr. (Bulldog),AFC,North,0,1944
2006,Cleveland Browns,https://raw.githubusercontent.com/evelynyh/misc/main/nfl/nfl-cleveland-browns-team-logo-2-768x768.png,0.5650623885918004,2893,1347,5.15686274509804,3.690410958904109,3766,7.428007889546352,1533,4.835962145110409,561,365,25,6,9,-114.1073548,-73.52716713,-0.203399919,-0.201444294,-4.193317251,-1.312022309,-0.007474719,-0.003594582,0.409982174688057,0.3342465753424658,0.5338345864661656,3239,2296,6.08834586466165,4.666666666666666,4555,9.11,1376,4.845070422535213,532,492,18,3,6,23.51776240318283,-27.38025193,0.0442063203067344,-0.055650919,0.2244866843324839,-0.600561202,0.0004219674517527954,-0.001220653,0.449248120300752,0.3739837398373983,238,356,4,12,0,-118,Cleveland Browns,Cleveland Browns Stadium,"Cleveland, Ohio",Ohio,41.506035,-81.700058,Chomps,Swagger Jr. (Bulldog),AFC,North,0,1944
2007,Cleveland Browns,https://raw.githubusercontent.com/evelynyh/misc/main/nfl/nfl-cleveland-browns-team-logo-2-768x768.png,0.5456171735241502,3729,1908,6.670840787119856,4.478873239436617,4332,8.067039106145252,1622,5.3180327868852455,559,426,20,4,4,18.821957006856113,-25.33549231,0.0336707638763073,-0.059472987,1.6631197939665368,-0.297163159,0.0029751695777576,-0.000697566,0.4525939177101967,0.3896713615023474,0.5629139072847682,3683,2074,6.097682119205294,4.538293216630198,4939,8.619546247818496,1609,4.732352941176474,604,457,17,3,5,21.918258672009017,-21.66054939,0.0362885077351135,-0.047397263,0.2307033822998825,-0.763762057,0.0003819592422183516,-0.001671252,0.4486754966887419,0.4004376367614879,402,382,10,6,0,20,Cleveland Browns,Cleveland Browns Stadium,"Cleveland, Ohio",Ohio,41.506035,-81.700058,Chomps,Swagger Jr. (Bulldog),AFC,North,0,1944
